Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
918972080,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
918979120,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
918985962,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
918993845,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
919000160,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
919007035,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
919014045,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
919021292,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
919027998,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
919035108,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
919042112,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
919049103,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
919056122,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
919063160,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
919070095,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
919077300,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
919084160,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
919091293,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
919098210,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
919105024,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
919112139,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
919119192,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
919126031,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
919134135,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
919140225,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
919147295,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
919154177,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
919161304,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
919168133,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
919175292,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
919182172,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
919189139,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
919196161,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
919203236,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
919210169,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
919217249,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
919224283,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
919231273,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
919238244,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
919245146,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
919252187,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
919259313,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
919266146,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
919274384,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
919280260,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
919287304,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
